Window,City,ItemA,ItemB,CosineSimilarity
W2,Larkana,Bananas (Kela) Local,Energy Saver Philips 14 Watt,0.0
W2,Larkana,Bananas (Kela) Local,Firewood Whole,-0.529265
W2,Larkana,Bananas (Kela) Local,Garlic (Lehsun),-0.567164
W2,Larkana,Bananas (Kela) Local,Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Bananas (Kela) Local,Gents Sandal Bata,-0.510117
W2,Larkana,Bananas (Kela) Local,Gents Sponge Chappal Bata,0.0
W2,Larkana,Bananas (Kela) Local,Georgette (Average Quality),0.0
W2,Larkana,Bananas (Kela) Local,Gur (Average Quality),0.432555
W2,Larkana,Bananas (Kela) Local,Hi-Speed Diesel,-0.086746
W2,Larkana,Bananas (Kela) Local,LPG 11.67 kg Cylinder,-0.218666
W2,Larkana,Bananas (Kela) Local,Ladies Sandal Bata,-0.197614
W2,Larkana,Bananas (Kela) Local,Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Bananas (Kela) Local,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Bananas (Kela) Local,Match Box,0.0
W2,Larkana,Bananas (Kela) Local,Milk fresh (Un-boiled),-0.336282
W2,Larkana,Bananas (Kela) Local,Mustard Oil (Average Quality),0.089755
W2,Larkana,Bananas (Kela) Local,Mutton (Average Quality),-0.129267
W2,Larkana,Bananas (Kela) Local,Onions,0.465248
W2,Larkana,Bananas (Kela) Local,Petrol Super,-0.320802
W2,Larkana,Bananas (Kela) Local,Potatoes,-0.135844
W2,Larkana,Bananas (Kela) Local,Powdered Milk NIDO 390 gm Polybag,-0.169068
W2,Larkana,Bananas (Kela) Local,Pulse Gram,0.088058
W2,Larkana,Bananas (Kela) Local,Pulse Mash (Washed),0.459544
W2,Larkana,Bananas (Kela) Local,Pulse Masoor (Washed),-0.281446
W2,Larkana,Bananas (Kela) Local,Pulse Moong (Washed),-0.235048
W2,Larkana,Bananas (Kela) Local,Rice Basmati Broken (Average Quality),-0.676556
W2,Larkana,Bananas (Kela) Local,Rice IRRI-6/9 (Sindh/Punjab),-0.509971
W2,Larkana,Bananas (Kela) Local,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Bananas (Kela) Local,Shirting (Average Quality),0.0
W2,Larkana,Bananas (Kela) Local,Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Bananas (Kela) Local,Sugar Refined,0.411067
W2,Larkana,Bananas (Kela) Local,Tea Lipton Yellow Label 190 gm Packet,-0.205065
W2,Larkana,Bananas (Kela) Local,Tea Prepared Ordinary,-0.181898
W2,Larkana,Bananas (Kela) Local,Telephone Call Charges,0.0
W2,Larkana,Bananas (Kela) Local,Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Bananas (Kela) Local,Tomatoes,0.147075
W2,Larkana,Bananas (Kela) Local,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.119962
W2,Larkana,Bananas (Kela) Local,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.092336
W2,Larkana,Bananas (Kela) Local,Wheat Flour Bag,0.183011
W2,Larkana,Beef with Bone (Average Quality),Bread plain (Small Size),0.0
W2,Larkana,Beef with Bone (Average Quality),Chicken Farm Broiler (Live),-0.229028
W2,Larkana,Beef with Bone (Average Quality),Chilies Powder NATIONAL 200 gm Packet,0.0
W2,Larkana,Beef with Bone (Average Quality),Cigarettes Capstan 20'S Packet,0.0
W2,Larkana,Beef with Bone (Average Quality),Cooked Beef at Average Hotel,0.0
W2,Larkana,Beef with Bone (Average Quality),Cooked Daal at Average Hotel,0.0
W2,Larkana,Beef with Bone (Average Quality),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",-0.055836
W2,Larkana,Beef with Bone (Average Quality),Curd (Dahi) Loose,0.628548
W2,Larkana,Beef with Bone (Average Quality),Eggs Hen (Farm),-0.181476
W2,Larkana,Beef with Bone (Average Quality),Electricity Charges upto 50 Units,-0.104838
W2,Larkana,Beef with Bone (Average Quality),Energy Saver Philips 14 Watt,0.0
W2,Larkana,Beef with Bone (Average Quality),Firewood Whole,0.913545
W2,Larkana,Beef with Bone (Average Quality),Garlic (Lehsun),-0.357956
W2,Larkana,Beef with Bone (Average Quality),Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Beef with Bone (Average Quality),Gents Sandal Bata,0.663583
W2,Larkana,Beef with Bone (Average Quality),Gents Sponge Chappal Bata,0.0
W2,Larkana,Beef with Bone (Average Quality),Georgette (Average Quality),0.0
W2,Larkana,Beef with Bone (Average Quality),Gur (Average Quality),0.176389
W2,Larkana,Beef with Bone (Average Quality),Hi-Speed Diesel,-0.279934
W2,Larkana,Beef with Bone (Average Quality),LPG 11.67 kg Cylinder,-0.399178
W2,Larkana,Beef with Bone (Average Quality),Ladies Sandal Bata,0.179599
W2,Larkana,Beef with Bone (Average Quality),Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Beef with Bone (Average Quality),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Beef with Bone (Average Quality),Match Box,0.0
W2,Larkana,Beef with Bone (Average Quality),Milk fresh (Un-boiled),0.562275
W2,Larkana,Beef with Bone (Average Quality),Mustard Oil (Average Quality),-0.04976
W2,Larkana,Beef with Bone (Average Quality),Mutton (Average Quality),0.889823
W2,Larkana,Beef with Bone (Average Quality),Onions,-0.602775
W2,Larkana,Beef with Bone (Average Quality),Petrol Super,-0.177252
W2,Larkana,Beef with Bone (Average Quality),Potatoes,0.348015
W2,Larkana,Beef with Bone (Average Quality),Powdered Milk NIDO 390 gm Polybag,0.205354
W2,Larkana,Beef with Bone (Average Quality),Pulse Gram,0.412407
W2,Larkana,Beef with Bone (Average Quality),Pulse Mash (Washed),-0.240576
W2,Larkana,Beef with Bone (Average Quality),Pulse Masoor (Washed),-0.160505
W2,Larkana,Beef with Bone (Average Quality),Pulse Moong (Washed),0.036285
W2,Larkana,Beef with Bone (Average Quality),Rice Basmati Broken (Average Quality),-0.184093
W2,Larkana,Beef with Bone (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),-0.466381
W2,Larkana,Beef with Bone (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Beef with Bone (Average Quality),Shirting (Average Quality),0.0
W2,Larkana,Beef with Bone (Average Quality),Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Beef with Bone (Average Quality),Sugar Refined,-0.051455
W2,Larkana,Beef with Bone (Average Quality),Tea Lipton Yellow Label 190 gm Packet,0.0
W2,Larkana,Beef with Bone (Average Quality),Tea Prepared Ordinary,0.850819
W2,Larkana,Beef with Bone (Average Quality),Telephone Call Charges,0.0
W2,Larkana,Beef with Bone (Average Quality),Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Beef with Bone (Average Quality),Tomatoes,-0.084357
W2,Larkana,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.019948
W2,Larkana,Beef with Bone (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.135899
W2,Larkana,Beef with Bone (Average Quality),Wheat Flour Bag,-0.766905
W2,Larkana,Bread plain (Small Size),Chicken Farm Broiler (Live),0.0
W2,Larkana,Bread plain (Small Size),Chilies Powder NATIONAL 200 gm Packet,0.0
W2,Larkana,Bread plain (Small Size),Cigarettes Capstan 20'S Packet,0.0
W2,Larkana,Bread plain (Small Size),Cooked Beef at Average Hotel,0.0
W2,Larkana,Bread plain (Small Size),Cooked Daal at Average Hotel,0.0
W2,Larkana,Bread plain (Small Size),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W2,Larkana,Bread plain (Small Size),Curd (Dahi) Loose,0.0
W2,Larkana,Bread plain (Small Size),Eggs Hen (Farm),0.0
W2,Larkana,Bread plain (Small Size),Electricity Charges upto 50 Units,0.0
W2,Larkana,Bread plain (Small Size),Energy Saver Philips 14 Watt,0.0
W2,Larkana,Bread plain (Small Size),Firewood Whole,0.0
W2,Larkana,Bread plain (Small Size),Garlic (Lehsun),0.0
W2,Larkana,Bread plain (Small Size),Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Bread plain (Small Size),Gents Sandal Bata,0.0
W2,Larkana,Bread plain (Small Size),Gents Sponge Chappal Bata,0.0
W2,Larkana,Bread plain (Small Size),Georgette (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Gur (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Hi-Speed Diesel,0.0
W2,Larkana,Bread plain (Small Size),LPG 11.67 kg Cylinder,0.0
W2,Larkana,Bread plain (Small Size),Ladies Sandal Bata,0.0
W2,Larkana,Bread plain (Small Size),Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Bread plain (Small Size),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Bread plain (Small Size),Match Box,0.0
W2,Larkana,Bread plain (Small Size),Milk fresh (Un-boiled),0.0
W2,Larkana,Bread plain (Small Size),Mustard Oil (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Mutton (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Onions,0.0
W2,Larkana,Bread plain (Small Size),Petrol Super,0.0
W2,Larkana,Bread plain (Small Size),Potatoes,0.0
W2,Larkana,Bread plain (Small Size),Powdered Milk NIDO 390 gm Polybag,0.0
W2,Larkana,Bread plain (Small Size),Pulse Gram,0.0
W2,Larkana,Bread plain (Small Size),Pulse Mash (Washed),0.0
W2,Larkana,Bread plain (Small Size),Pulse Masoor (Washed),0.0
W2,Larkana,Bread plain (Small Size),Pulse Moong (Washed),0.0
W2,Larkana,Bread plain (Small Size),Rice Basmati Broken (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Rice IRRI-6/9 (Sindh/Punjab),0.0
W2,Larkana,Bread plain (Small Size),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Bread plain (Small Size),Shirting (Average Quality),0.0
W2,Larkana,Bread plain (Small Size),Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Bread plain (Small Size),Sugar Refined,0.0
W2,Larkana,Bread plain (Small Size),Tea Lipton Yellow Label 190 gm Packet,0.0
W2,Larkana,Bread plain (Small Size),Tea Prepared Ordinary,0.0
W2,Larkana,Bread plain (Small Size),Telephone Call Charges,0.0
W2,Larkana,Bread plain (Small Size),Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Bread plain (Small Size),Tomatoes,0.0
W2,Larkana,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W2,Larkana,Bread plain (Small Size),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W2,Larkana,Bread plain (Small Size),Wheat Flour Bag,0.0
W2,Larkana,Chicken Farm Broiler (Live),Chilies Powder NATIONAL 200 gm Packet,0.072429
W2,Larkana,Chicken Farm Broiler (Live),Cigarettes Capstan 20'S Packet,0.0
W2,Larkana,Chicken Farm Broiler (Live),Cooked Beef at Average Hotel,0.0
W2,Larkana,Chicken Farm Broiler (Live),Cooked Daal at Average Hotel,0.0
W2,Larkana,Chicken Farm Broiler (Live),"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.074057
W2,Larkana,Chicken Farm Broiler (Live),Curd (Dahi) Loose,-0.634896
W2,Larkana,Chicken Farm Broiler (Live),Eggs Hen (Farm),-0.352153
W2,Larkana,Chicken Farm Broiler (Live),Electricity Charges upto 50 Units,-0.382897
W2,Larkana,Chicken Farm Broiler (Live),Energy Saver Philips 14 Watt,0.0
W2,Larkana,Chicken Farm Broiler (Live),Firewood Whole,-0.315444
W2,Larkana,Chicken Farm Broiler (Live),Garlic (Lehsun),0.194365
W2,Larkana,Chicken Farm Broiler (Live),Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Chicken Farm Broiler (Live),Gents Sandal Bata,0.19276
W2,Larkana,Chicken Farm Broiler (Live),Gents Sponge Chappal Bata,0.0
W2,Larkana,Chicken Farm Broiler (Live),Georgette (Average Quality),0.0
W2,Larkana,Chicken Farm Broiler (Live),Gur (Average Quality),0.285237
W2,Larkana,Chicken Farm Broiler (Live),Hi-Speed Diesel,0.098833
W2,Larkana,Chicken Farm Broiler (Live),LPG 11.67 kg Cylinder,0.200163
W2,Larkana,Chicken Farm Broiler (Live),Ladies Sandal Bata,-0.255372
W2,Larkana,Chicken Farm Broiler (Live),Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Chicken Farm Broiler (Live),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Chicken Farm Broiler (Live),Match Box,0.0
W2,Larkana,Chicken Farm Broiler (Live),Milk fresh (Un-boiled),-0.600325
W2,Larkana,Chicken Farm Broiler (Live),Mustard Oil (Average Quality),-0.172872
W2,Larkana,Chicken Farm Broiler (Live),Mutton (Average Quality),-0.156237
W2,Larkana,Chicken Farm Broiler (Live),Onions,0.202782
W2,Larkana,Chicken Farm Broiler (Live),Petrol Super,0.295181
W2,Larkana,Chicken Farm Broiler (Live),Potatoes,-0.55976
W2,Larkana,Chicken Farm Broiler (Live),Powdered Milk NIDO 390 gm Polybag,0.155096
W2,Larkana,Chicken Farm Broiler (Live),Pulse Gram,0.128137
W2,Larkana,Chicken Farm Broiler (Live),Pulse Mash (Washed),0.620122
W2,Larkana,Chicken Farm Broiler (Live),Pulse Masoor (Washed),0.055224
W2,Larkana,Chicken Farm Broiler (Live),Pulse Moong (Washed),-0.242533
W2,Larkana,Chicken Farm Broiler (Live),Rice Basmati Broken (Average Quality),-0.179466
W2,Larkana,Chicken Farm Broiler (Live),Rice IRRI-6/9 (Sindh/Punjab),-0.027332
W2,Larkana,Chicken Farm Broiler (Live),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Chicken Farm Broiler (Live),Shirting (Average Quality),0.0
W2,Larkana,Chicken Farm Broiler (Live),Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Chicken Farm Broiler (Live),Sugar Refined,0.321903
W2,Larkana,Chicken Farm Broiler (Live),Tea Lipton Yellow Label 190 gm Packet,-0.186352
W2,Larkana,Chicken Farm Broiler (Live),Tea Prepared Ordinary,-0.519335
W2,Larkana,Chicken Farm Broiler (Live),Telephone Call Charges,0.0
W2,Larkana,Chicken Farm Broiler (Live),Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Chicken Farm Broiler (Live),Tomatoes,-0.177187
W2,Larkana,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.271633
W2,Larkana,Chicken Farm Broiler (Live),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.317363
W2,Larkana,Chicken Farm Broiler (Live),Wheat Flour Bag,0.482809
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Cigarettes Capstan 20'S Packet,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Cooked Beef at Average Hotel,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Cooked Daal at Average Hotel,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Curd (Dahi) Loose,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Eggs Hen (Farm),-0.261198
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Electricity Charges upto 50 Units,-0.132656
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Energy Saver Philips 14 Watt,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Firewood Whole,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Garlic (Lehsun),-0.27803
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Gents Sandal Bata,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Gents Sponge Chappal Bata,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Georgette (Average Quality),0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Gur (Average Quality),-0.13189
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Hi-Speed Diesel,0.471363
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,LPG 11.67 kg Cylinder,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Ladies Sandal Bata,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Match Box,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Milk fresh (Un-boiled),-0.446946
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Mustard Oil (Average Quality),0.07053
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Mutton (Average Quality),0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Onions,-0.162049
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Petrol Super,0.366155
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Potatoes,-0.005139
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Powdered Milk NIDO 390 gm Polybag,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Pulse Gram,0.062719
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Pulse Mash (Washed),0.295185
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Pulse Masoor (Washed),0.571413
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Pulse Moong (Washed),-0.069932
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Rice Basmati Broken (Average Quality),-0.144498
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Rice IRRI-6/9 (Sindh/Punjab),0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Shirting (Average Quality),0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Sugar Refined,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Tea Lipton Yellow Label 190 gm Packet,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Tea Prepared Ordinary,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Telephone Call Charges,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Tomatoes,0.15161
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.084704
W2,Larkana,Chilies Powder NATIONAL 200 gm Packet,Wheat Flour Bag,0.195445
W2,Larkana,Cigarettes Capstan 20'S Packet,Cooked Beef at Average Hotel,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Cooked Daal at Average Hotel,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Curd (Dahi) Loose,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Eggs Hen (Farm),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Electricity Charges upto 50 Units,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Energy Saver Philips 14 Watt,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Firewood Whole,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Garlic (Lehsun),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Gents Sandal Bata,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Gents Sponge Chappal Bata,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Georgette (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Gur (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Hi-Speed Diesel,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,LPG 11.67 kg Cylinder,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Ladies Sandal Bata,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Match Box,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Milk fresh (Un-boiled),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Mustard Oil (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Mutton (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Onions,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Petrol Super,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Potatoes,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Powdered Milk NIDO 390 gm Polybag,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Pulse Gram,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Pulse Mash (Washed),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Pulse Masoor (Washed),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Pulse Moong (Washed),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Rice Basmati Broken (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Rice IRRI-6/9 (Sindh/Punjab),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Shirting (Average Quality),0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Sugar Refined,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Tea Lipton Yellow Label 190 gm Packet,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Tea Prepared Ordinary,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Telephone Call Charges,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Tomatoes,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W2,Larkana,Cigarettes Capstan 20'S Packet,Wheat Flour Bag,0.0
W2,Larkana,Cooked Beef at Average Hotel,Cooked Daal at Average Hotel,0.0
W2,Larkana,Cooked Beef at Average Hotel,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W2,Larkana,Cooked Beef at Average Hotel,Curd (Dahi) Loose,0.0
W2,Larkana,Cooked Beef at Average Hotel,Eggs Hen (Farm),0.0
W2,Larkana,Cooked Beef at Average Hotel,Electricity Charges upto 50 Units,0.0
W2,Larkana,Cooked Beef at Average Hotel,Energy Saver Philips 14 Watt,0.0
W2,Larkana,Cooked Beef at Average Hotel,Firewood Whole,0.0
W2,Larkana,Cooked Beef at Average Hotel,Garlic (Lehsun),0.0
W2,Larkana,Cooked Beef at Average Hotel,Gas Charges upto 3.3719 MMBTU,0.0
W2,Larkana,Cooked Beef at Average Hotel,Gents Sandal Bata,0.0
W2,Larkana,Cooked Beef at Average Hotel,Gents Sponge Chappal Bata,0.0
W2,Larkana,Cooked Beef at Average Hotel,Georgette (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Gur (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Hi-Speed Diesel,0.0
W2,Larkana,Cooked Beef at Average Hotel,LPG 11.67 kg Cylinder,0.0
W2,Larkana,Cooked Beef at Average Hotel,Ladies Sandal Bata,0.0
W2,Larkana,Cooked Beef at Average Hotel,Lawn Printed Gul Ahmed/Al Karam,0.0
W2,Larkana,Cooked Beef at Average Hotel,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W2,Larkana,Cooked Beef at Average Hotel,Match Box,0.0
W2,Larkana,Cooked Beef at Average Hotel,Milk fresh (Un-boiled),0.0
W2,Larkana,Cooked Beef at Average Hotel,Mustard Oil (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Mutton (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Onions,0.0
W2,Larkana,Cooked Beef at Average Hotel,Petrol Super,0.0
W2,Larkana,Cooked Beef at Average Hotel,Potatoes,0.0
W2,Larkana,Cooked Beef at Average Hotel,Powdered Milk NIDO 390 gm Polybag,0.0
W2,Larkana,Cooked Beef at Average Hotel,Pulse Gram,0.0
W2,Larkana,Cooked Beef at Average Hotel,Pulse Mash (Washed),0.0
W2,Larkana,Cooked Beef at Average Hotel,Pulse Masoor (Washed),0.0
W2,Larkana,Cooked Beef at Average Hotel,Pulse Moong (Washed),0.0
W2,Larkana,Cooked Beef at Average Hotel,Rice Basmati Broken (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Rice IRRI-6/9 (Sindh/Punjab),0.0
W2,Larkana,Cooked Beef at Average Hotel,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W2,Larkana,Cooked Beef at Average Hotel,Shirting (Average Quality),0.0
W2,Larkana,Cooked Beef at Average Hotel,Sufi Washing Soap 250 gm Cake,0.0
W2,Larkana,Cooked Beef at Average Hotel,Sugar Refined,0.0
W2,Larkana,Cooked Beef at Average Hotel,Tea Lipton Yellow Label 190 gm Packet,0.0
W2,Larkana,Cooked Beef at Average Hotel,Tea Prepared Ordinary,0.0
W2,Larkana,Cooked Beef at Average Hotel,Telephone Call Charges,0.0
W2,Larkana,Cooked Beef at Average Hotel,Toilet Soap LIFEBUOY 115 gm,0.0
W2,Larkana,Cooked Beef at Average Hotel,Tomatoes,0.0
W2,Larkana,Cooked Beef at Average Hotel,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W2,Larkana,Cooked Beef at Average Hotel,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W2,Larkana,Cooked Beef at Average Hotel,Wheat Flour Bag,0.0
W2,Larkana,Cooked Daal at Average Hotel,"Cooking Oil DALDA or Other Similar Brand (SN), 5 Litre Tin",0.0
W2,Larkana,Cooked Daal at Average Hotel,Curd (Dahi) Loose,0.0
W2,Larkana,Cooked Daal at Average Hotel,Eggs Hen (Farm),0.0
W2,Larkana,Cooked Daal at Average Hotel,Electricity Charges upto 50 Units,0.0
W2,Larkana,Cooked Daal at Average Hotel,Energy Saver Philips 14 Watt,0.0
W2,Larkana,Cooked Daal at Average Hotel,Firewood Whole,0.0
W2,Larkana,Cooked Daal at Average Hotel,Garlic (Lehsun),0.0
